medalistID,Name,Sex,Age,Height,Weight,Team,NOC,Season,Sport,TopMedal,TotalMedals
16,Juhamatti Tapio Aaltonen,M,28,184,85,Finland,FIN,Winter,Ice Hockey,1,1
17,Paavo Johannes Aaltonen,M,28,175,64,Finland,FIN,Summer,Gymnastics,3,5
20,Kjetil Andr Aamodt,M,20,176,85,Norway,NOR,Winter,Alpine Skiing,3,8
30,Pepijn Aardewijn,M,26,189,72,Netherlands,NED,Summer,Rowing,2,1
37,Ann Kristin Aarnes,F,23,182,64,Norway,NOR,Summer,Football,1,1
62,Giovanni Abagnale,M,21,198,90,Italy,ITA,Summer,Rowing,1,1
63,Jos Luis Abajo Gmez,M,30,194,87,Spain,ESP,Summer,Fencing,1,1
65,Patimat Abakarova,F,21,165,49,Azerbaijan,AZE,Summer,Taekwondo,1,1
67,Mariya Vasilyevna Abakumova (-Tarabina),F,22,179,80,Russia,RUS,Summer,Athletics,2,1
72,Aleksey Aleksandrovich Abalmasov,M,28,180,83,Belarus,BLR,Summer,Canoeing,3,1
73,Luc Abalo,M,23,182,86,France,FRA,Summer,Handball,3,3
76,Jouan Patrice Abanda Etong,M,22,185,82,Cameroon,CMR,Summer,Football,3,1
80,Jos Mara Abarca Plotas,M,22,186,83,Spain,ESP,Summer,Water Polo,3,1
84,Stephen Anthony Abas,M,26,165,55,United States,USA,Summer,Wrestling,2,1
85,Alejandro Abascal Garca,M,28,181,82,Spain,ESP,Summer,Sailing,3,1
86,Jos Manuel Abascal Gmez,M,26,182,67,Spain,ESP,Summer,Athletics,1,1
90,Tamila Rashidovna Abasova,F,21,163,60,Russia,RUS,Summer,Cycling,2,1
93,Jol Marc Abati,M,38,190,85,France,FRA,Summer,Handball,3,1
99,Pter Abay,M,30,181,79,Hungary,HUN,Summer,Fencing,2,1
106,Agostino Abbagnale,M,22,188,96,Italy,ITA,Summer,Rowing,3,3
107,Carmine Abbagnale,M,22,182,90,Italy,ITA,Summer,Rowing,3,3
108,Giuseppe Abbagnale,M,25,187,97,Italy,ITA,Summer,Rowing,3,3
143,"Desmond ""Des"" Abbott",M,21,184,87,Australia,AUS,Summer,Hockey,1,1
145,Jeremy Abbott,M,28,175,70,United States,USA,Winter,Figure Skating,1,1
153,Monica Cecilia Abbott,F,23,191,88,United States,USA,Summer,Softball,2,1
165,Nia Nicole Abdallah,F,20,175,56,United States,USA,Summer,Taekwondo,2,1
250,Saeid Morad Abdevali,M,26,170,80,Iran,IRI,Summer,Wrestling,1,1
259,Reema Abdo,F,21,173,59,Canada,CAN,Summer,Swimming,1,1
297,Lala Abdul Rashid,M,38,169,91,Pakistan,PAK,Summer,Hockey,3,1
298,Muhammad Abdul Rashid,M,23,181,72,Pakistan,PAK,Summer,Hockey,2,1
316,Zagalav Abdulbekovich Abdulbekov,M,26,160,62,Soviet Union,URS,Summer,Wrestling,3,1
337,Mukhammad Kadyr Abdullayev,M,26,169,63,Uzbekistan,UZB,Summer,Boxing,3,1
339,Namiq Yadulla Abdullayev,M,25,167,55,Azerbaijan,AZE,Summer,Wrestling,3,2
351,Julius Shareef Abdur-Rahim,M,23,202,104,United States,USA,Summer,Basketball,3,1
357,Yusup Abdusalomov,M,30,170,84,Tajikistan,TJK,Summer,Wrestling,2,1
359,Andrey Khakimovich Abduvaliyev,M,26,190,125,Unified Team,EUN,Summer,Athletics,3,1
367,Masashi Abe,M,28,175,64,Japan,JPN,Winter,Nordic Combined,3,1
379,Addis Abebe,M,21,160,50,Ethiopia,ETH,Summer,Athletics,1,1
391,Clarence John Abel,M,23,185,102,United States,USA,Winter,Ice Hockey,2,1
394,Irene Abel,F,19,160,48,East Germany,GDR,Summer,Gymnastics,2,1
395,Jennifer Abel,F,20,160,62,Canada,CAN,Summer,Diving,1,1
411,Gezahgne Abera,M,22,166,58,Ethiopia,ETH,Summer,Athletics,3,1
416,Nils Georg berg,M,19,181,78,Sweden,SWE,Summer,Athletics,2,2
423,Michael Brent Abernathy,M,22,182,84,United States,USA,Summer,Baseball,3,1
428,Elvan Abeylegesse,F,25,159,40,Turkey,TUR,Summer,Athletics,2,1
443,Ismail Abilov (-Nizamolu),M,29,172,82,Bulgaria,BUL,Summer,Wrestling,3,1
454,"Edgar Allen ""Ed"" Ablowich",M,19,182,68,United States,USA,Summer,Athletics,3,1
455,Denis Mikhaylovich Ablyazin,M,19,161,62,Russia,RUS,Summer,Gymnastics,2,5
460,Viktor Andreyevich Aboimov,M,22,190,78,Soviet Union,URS,Summer,Swimming,2,2
465,"Matthew ""Matt"" Abood",M,30,197,92,Australia,AUS,Summer,Swimming,1,1
495,Alaaeldin Ahmad El-Sayyid Abouelkassem,M,21,188,87,Egypt,EGY,Summer,Fencing,2,1
507,Attila brahm,M,21,192,88,Hungary,HUN,Summer,Canoeing,3,3
509,Gary Abraham,M,21,175,64,Great Britain,GBR,Summer,Swimming,1,1
514,Ara Abrahamian,M,29,191,84,Sweden,SWE,Summer,Wrestling,2,1
519,Harold Maurice Abrahams,M,24,183,75,Great Britain,GBR,Summer,Athletics,3,2
527,Erik Adolf Efraim Abrahamsson,M,22,172,61,Sweden,SWE,Summer,Athletics,1,1
543,Pavel Sergeyevich Abramov,M,25,198,89,Russia,RUS,Summer,Volleyball,1,1
547,Nelli Mikhaylovna Abramova,F,24,171,60,Soviet Union,URS,Summer,Volleyball,2,1
548,Yekaterina Konstantinovna Abramova,F,23,167,65,Russia,RUS,Winter,Speed Skating,1,1
576,"Alejandro ""lex"" Abrines Redondo",M,23,198,93,Spain,ESP,Summer,Basketball,1,1
580,Svetlana Olegovna Abrosimova,F,28,188,77,Russia,RUS,Summer,Basketball,1,1
582,Saypulla Atavovich Absaidov,M,22,168,68,Soviet Union,URS,Summer,Wrestling,3,1
583,Julien Absalon,M,23,180,68,France,FRA,Summer,Cycling,3,2
608,Ahmad Abughaush,M,20,178,68,Jordan,JOR,Summer,Taekwondo,3,1
610,Ginko Abukawa-Chiba,F,26,148,46,Japan,JPN,Summer,Gymnastics,1,1
618,Aleksandr Veniaminovich Abushakhmetov,M,25,189,81,Soviet Union,URS,Summer,Fencing,1,1
619,Magomedgasan Mingazhutdinovich Abushev,M,20,170,62,Soviet Union,URS,Summer,Wrestling,3,1
627,Andreea Roxana Acatrinei,F,16,150,40,Romania,ROU,Summer,Gymnastics,1,1
629,William Accambray,M,24,194,104,France,FRA,Summer,Handball,3,1
634,Paul Accola,M,20,176,82,Switzerland,SUI,Winter,Alpine Skiing,1,1
646,Anibl Santiago Acevedo,M,21,176,67,Puerto Rico,PUR,Summer,Boxing,1,1
654,Daniel Aceves Villagrn,M,19,158,52,Mexico,MEX,Summer,Wrestling,2,1
669,Joachim Yaw Acheampong,M,18,181,73,Ghana,GHA,Summer,Football,1,1
670,Alfred Achermann,M,24,176,75,Switzerland,SUI,Summer,Cycling,2,1
673,Abdel Hak Achik,M,29,165,54,Morocco,MAR,Summer,Boxing,1,1
674,Mohamed Abdelhak Achik,M,27,174,57,Morocco,MAR,Summer,Boxing,1,1
680,Rita Nikolayevna Achkina,F,30,168,63,Soviet Union,URS,Winter,Cross Country Skiing,1,1
690,Chantal Achterberg,F,27,172,72,Netherlands,NED,Summer,Rowing,2,2
698,Paul Douglas Ackerley,M,27,179,68,New Zealand,NZL,Summer,Hockey,3,1
702,Ronny Ackermann,M,24,184,69,Germany,GER,Winter,Nordic Combined,2,3
705,Donat Acklin,M,26,190,99,Switzerland-1,SUI,Winter,Bobsleigh,3,4
706,Guido Acklin,M,24,200,104,Switzerland-2,SUI,Winter,Bobsleigh,2,1
716,Lautaro Germn Acosta,M,20,168,72,Argentina,ARG,Summer,Football,3,1
723,Osmay Acosta Duarte,M,23,188,91,Cuba,CUB,Summer,Boxing,1,1
745,Kazimierz Piotr Adach,M,23,162,60,Poland,POL,Summer,Boxing,1,1
766,Ji Adam,M,25,187,83,Czechoslovakia,TCH,Summer,Modern Pentathlon,2,1
772,"Michael B. ""Mike"" Adam",M,24,175,95,Canada,CAN,Winter,Curling,3,1
785,Dariusz Adamczuk,M,22,179,78,Poland,POL,Summer,Football,2,1
807,"Benjamin Willard ""Ben"" Adams",M,22,188,78,United States,USA,Summer,Athletics,2,2
830,Adrian Neil Adams,M,21,178,78,Great Britain,GBR,Summer,Judo,2,2
832,Nicola Virginia Adams,F,29,164,51,Great Britain,GBR,Summer,Boxing,3,2
836,Platt Adams,M,27,188,78,United States,USA,Summer,Athletics,3,2
837,Rachael Alexis Adams,F,26,188,81,United States,USA,Summer,Volleyball,1,1
840,"Victoria ""Vicki"" Adams",F,24,164,69,Great Britain,GBR,Winter,Curling,1,1
846,Valerie Kasanita Adams-Vili (-Price),F,23,193,120,New Zealand,NZL,Summer,Athletics,3,3
849,Filip Kamil Adamski,M,29,189,87,Germany,GER,Summer,Rowing,3,1
851,Jerzy Adamski,M,23,171,58,Poland,POL,Summer,Boxing,2,1
882,Simon Addo,M,17,180,79,Ghana,GHA,Summer,Football,1,1
896,Olubayo Adefemi,M,22,181,82,Nigeria,NGR,Summer,Football,2,1
908,"Ayodele ""Dele"" Adeleye",M,19,190,80,Nigeria,NGR,Summer,Football,2,1
918,Ademir Roque Kaefer,M,24,179,74,Brazil,BRA,Summer,Football,2,2
923,Olapade Charles Adeniken,M,22,186,78,Nigeria,NGR,Summer,Athletics,2,1
925,Adenzia Aparecida Ferreira da Silva,F,25,187,65,Brazil,BRA,Summer,Volleyball,3,1
953,Franck Adisson,M,23,180,70,France-1,FRA,Summer,Canoeing,3,2
956,"Richard ""Richy""  Adjei",M,27,190,110,Germany-2,GER,Winter,Bobsleigh,2,1
963,Derrick Ralph Adkins,M,26,188,80,United States,USA,Summer,Athletics,3,1
966,Daniel Adler,M,26,180,72,Brazil,BRA,Summer,Sailing,2,1
967,Egon Adler,M,23,172,62,Germany,GER,Summer,Cycling,2,1
980,"Rebecca ""Becky"" Adlington",F,19,179,70,Great Britain,GBR,Summer,Swimming,3,4
1000,Dainius Adomaitis,M,26,202,100,Lithuania,LTU,Summer,Basketball,1,1
1017,Nathan Ghar-Jun Adrian,M,19,198,100,United States,USA,Summer,Swimming,3,8
1020,Adriana Aparecida dos Santos,F,25,180,61,Brazil,BRA,Summer,Basketball,2,2
1023,"Adriana ""Adrianinha"" Moiss Pinto",F,21,170,65,Brazil,BRA,Summer,Basketball,1,1
1025,Attila Adrovicz,M,30,189,87,Hungary,HUN,Summer,Canoeing,2,1
1046,Klaus Aeffke,M,24,189,82,Germany,GER,Summer,Rowing,2,1
1071,Kseniya Dmitriyevna Afanasyeva,F,20,158,48,Russia,RUS,Summer,Gymnastics,2,1
1085,Maksim Sergeyevich Afinogenov,M,22,183,88,Russia,RUS,Winter,Ice Hockey,1,1
1088,"Olabisi ""Bisi"" Afolabi",F,20,180,62,Nigeria,NGR,Summer,Athletics,2,1
1094,Felicia Afrsiloaie (-Jitianu),F,22,178,70,Romania,ROU,Summer,Rowing,1,1
1095,Cecil Sebastian Afrika,M,28,175,75,South Africa,RSA,Summer,Rugby Sevens,1,1
1104,Muhammad Afzal Manna,M,25,173,76,Pakistan,PAK,Summer,Hockey,2,1
1107,"Timothy Ernest Victor Kwizera ""Tim"" Agaba",M,27,193,104,South Africa,RSA,Summer,Rugby Sevens,1,1
1109,Lavinia Agache (-Carney),F,16,148,40,Romania,ROU,Summer,Gymnastics,3,2
1114,Luca Agamennoni,M,24,187,93,Italy,ITA,Summer,Rowing,2,2
1122,Andre Kirk Agassi,M,26,180,80,United States,USA,Summer,Tennis,3,1
1131,Clarisse Agbegnenou,F,23,164,66,France,FRA,Summer,Judo,2,1
1147,Viktor Ivanovich Ageyev,M,20,184,80,Soviet Union,URS,Summer,Water Polo,2,3
1169,Marilyn Agliotti,F,29,172,58,Netherlands,NED,Summer,Hockey,3,2
1173,Yannick Agnel,M,20,202,90,France,FRA,Summer,Swimming,3,3
1181,Meghan Christina Agosta (-Marciano),F,18,168,67,Canada,CAN,Winter,Ice Hockey,3,3
1188,"Benjamin Alexandro ""Ben"" Agosto",M,24,178,75,United States-1,USA,Winter,Figure Skating,2,1
1191,Judit goston-Mendelnyi,F,27,164,62,Hungary,HUN,Summer,Fencing,3,1
1220,Sergio Leonel Agero del Castillo,M,20,172,74,Argentina,ARG,Summer,Football,3,1
1221,"Taismary ""Tai"" Agero Leiva (-Botteghi)",F,23,175,70,Cuba,CUB,Summer,Volleyball,3,1
1249,Jos Aguilar Pulsn,M,20,173,64,Cuba,CUB,Summer,Boxing,1,1
1254,Macarena Aguilar Daz,F,27,170,67,Spain,ESP,Summer,Handball,1,1
1262,Sandra Aguilar Navarro,F,23,167,50,Spain,ESP,Summer,Rhythmic Gymnastics,2,1
1270,Jorge Luis Aguilera Ruiz,M,26,172,64,Cuba,CUB,Summer,Athletics,1,1
1301,Sri Wahyuni Agustiani,F,21,147,47,Indonesia,INA,Summer,Weightlifting,2,1
1313,Robyn Mokihana Ah Mow-Santos,F,32,172,67,United States,USA,Summer,Volleyball,2,1
1322,Kevin Joseph Ahearn,M,23,175,73,United States,USA,Winter,Ice Hockey,2,1
1323,"Timothy Joseph ""Tim"" Ahearne",M,22,170,57,Great Britain,GBR,Summer,Athletics,3,1
1333,Bruno Valfrid Ahlberg,M,21,168,69.5,Finland,FIN,Summer,Boxing,1,1
1336,Mats Bertil hlberg,M,32,179,78,Sweden,SWE,Winter,Ice Hockey,1,1
1340,Annica Gunilla hln,F,27,177,75,Sweden,SWE,Winter,Ice Hockey,1,1
1342,Thomas Valter hln,M,24,182,90,Sweden,SWE,Winter,Ice Hockey,1,1
1356,Christian Ahlmann,M,29,189,80,Germany,GER,Summer,Equestrianism,1,2
1374,Tontowi Ahmad,M,29,179,72,Indonesia-1,INA,Summer,Badminton,3,1
1378,Arne Per hman,M,23,176,64,Sweden,SWE,Summer,Athletics,3,1
1379,Jrg Ahmann,M,34,190,88,Germany-1,GER,Summer,Beach Volleyball,1,1
1380,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",F,22,172,52,United States,USA,Summer,Swimming,3,3
1389,Muhammad Ashfaq Ahmed,M,21,162,62,Pakistan,PAK,Summer,Hockey,3,1
1391,Bashir Ahmed,M,25,171,67,Pakistan,PAK,Summer,Hockey,3,1
1400,Ishtiaq Ahmed,M,21,170,62,Pakistan,PAK,Summer,Hockey,3,1
1402,Manzoor Ahmed,M,24,169,75,Pakistan,PAK,Summer,Hockey,1,1
1408,Mushtaq Ahmed,M,28,170,70,Pakistan,PAK,Summer,Hockey,3,1
1409,Mushtaq Ahmed,M,27,173,61,Pakistan,PAK,Summer,Hockey,3,1
1412,Riaz Ahmed,M,27,150,70,Pakistan,PAK,Summer,Hockey,3,2
1414,Shahbaz Ahmed,M,23,175,61,Pakistan,PAK,Summer,Hockey,1,1
1435,Janne Petteri Ahonen,M,24,184,66,Finland,FIN,Winter,Ski Jumping,2,2
1442,Peter Ahrendt,M,30,169,66,Mutafo,GER,Summer,Sailing,2,1
1443,Brigitte Ahrenholz,F,23,178,85,East Germany,GDR,Summer,Rowing,3,1
1444,"Christian ""Chris"" Ahrens",M,28,195,97,United States,USA,Summer,Rowing,3,1
1447,Marlene Ahrens Ostertag (-Ebensperger),F,23,176,70,Chile,CHI,Summer,Athletics,2,1
1449,Thomas Ahrens,M,16,163,50,Germany,GER,Summer,Rowing,2,1
1466,Matteo Aicardi,M,26,192,102,Italy,ITA,Summer,Water Polo,2,2
1467,Mara Magdalena Aicega Amicarelli,F,26,165,60,Argentina,ARG,Summer,Hockey,2,3
1478,Rosaria Aiello,F,27,172,74,Italy,ITA,Summer,Water Polo,2,1
1481,Hannes Aigner,M,23,183,75,Germany,GER,Summer,Canoeing,1,1
1483,Nobuyuki Aihara,M,21,154,53,Japan,JPN,Summer,Gymnastics,3,4
1485,Yutaka Aihara,M,21,156,55,Japan,JPN,Summer,Gymnastics,1,1
1487,Ryoji Aikawa,M,28,183,85,Japan,JPN,Summer,Baseball,1,1
1498,"Charles Benedict ""Ben"" Ainslie",M,19,183,90,Great Britain,GBR,Summer,Sailing,3,5
1500,Kurt Harold Ainsworth,M,22,187,84,United States,USA,Summer,Baseball,3,1
1512,Robin Allingham Aisher,M,34,185,85,Great Britain,GBR,Summer,Sailing,1,1
1534,Brett Aitken,M,21,173,65,Australia,AUS,Summer,Cycling,3,3
1540,Artur Surenovych Aivazian,M,35,177,88,Ukraine,UKR,Summer,Shooting,3,1
1546,Eirini Andili,F,17,167,45,Greece,GRE,Summer,Rhythmic Gymnastics,1,1
1551,"Oluwafemi ""Junior"" Ajayi",M,20,172,79,Nigeria,NGR,Summer,Football,1,1
1554,Omar Ajete Iglesias,M,27,175,93,Cuba,CUB,Summer,Baseball,3,3
1556,"Ebenezer Oluwafemi ""Femi"" Ajilore",M,23,185,75,Nigeria,NGR,Summer,Football,2,1
1561,Mobolade Abimbola Ajomale,M,20,180,62,Canada,CAN,Summer,Athletics,1,1
1564,Chioma Ajunwa (-Opara),F,24,164,57,Nigeria,NGR,Summer,Athletics,3,1
1569,Kriss Kezie Uche Chukwu Duru Akabusi,M,25,185,81,Great Britain,GBR,Summer,Athletics,2,3
1574,Kosei Akaishi,M,19,172,74,Japan,JPN,Summer,Wrestling,2,2
1581,Yuichi Akasaka,M,24,169,64,Japan,JPN,Winter,Short Track Speed Skating,1,1
1601,Vehbi Akda,M,23,168,62,Turkey,TUR,Summer,Wrestling,2,1
1622,Michelle Anne Akers,F,30,178,68,United States,USA,Summer,Football,3,1
1634,Taha Akgl,M,25,192,125,Turkey,TUR,Summer,Wrestling,3,1
1637,Yelena Rabigovna Akhaminova (-Sokolovskaya),F,18,181,80,Soviet Union,URS,Summer,Volleyball,3,1
1639,Albina Khamitovna Akhatova,F,21,160,55,Russia,RUS,Winter,Biathlon,3,5
1647,Murodzhon Kakharovich Akhmadaliyev,M,21,165,56,Uzbekistan,UZB,Summer,Boxing,1,1
1649,Artur Kamilevich Akhmatkhuzin,M,28,187,79,Russia,RUS,Summer,Fencing,3,1
1650,Bakhtiyar Shakhabutdinovich Akhmedov,M,21,190,120,Russia,RUS,Summer,Wrestling,2,1
1652,Lyutvi Dzhiber Akhmedov,M,34,184,87,Bulgaria,BUL,Summer,Wrestling,2,1
1654,Leyla Begnyazovna Akhmerova,F,23,160,52,Soviet Union,URS,Summer,Hockey,1,1
1659,Igor Vladimirovich Akhremchik,M,26,180,79,Soviet Union,URS,Summer,Rowing,1,1
1662,Gulraiz Akhtar,M,25,172,61,Pakistan,PAK,Summer,Hockey,3,1
1665,Naeem Akhtar,M,23,173,65,Pakistan,PAK,Summer,Hockey,3,1
1673,John Akii-Bua,M,22,188,77,Uganda,UGA,Summer,Athletics,3,1
1676,Anatoly Ivanovich Akimov,M,24,181,84,Soviet Union,URS,Summer,Water Polo,3,1
1678,Vladimir Ivanovich Akimov,M,27,184,80,Soviet Union,URS,Summer,Water Polo,3,1
1682,Morolake Akinosun,F,22,163,61,United States,USA,Summer,Athletics,3,1
1683,Foluke Antinuke Akinradewo,F,24,191,79,United States,USA,Summer,Volleyball,2,2
1698,Khadzhimurat Magomedovich Akkayev,M,19,178,105,Russia,RUS,Summer,Weightlifting,2,2
1700,Marina Dazmirovna Akobiya,F,25,165,57,Russia,RUS,Summer,Water Polo,1,1
1716,Daniel Akpeyi,M,30,187,80,Nigeria,NGR,Summer,Football,1,1
1730,Monica Aksamit,F,26,183,74,United States,USA,Summer,Fencing,1,1
1732,Liudmyla Vasylivna Aksenova (Shapovalova-),F,29,165,58,Soviet Union,URS,Summer,Athletics,1,1
1734,Aleksandr Timofeyevich Aksinin,M,21,173,67,Soviet Union,URS,Summer,Athletics,3,2
1740,Nikolay Aleksandrovich Aksyonov,M,26,201,100,Russia,RUS,Summer,Rowing,1,1
1742,Irina Anatolyevna Aksyonova,F,17,174,62,Soviet Union,URS,Summer,Swimming,1,1
1758,Vladyslav Ivanovych Akymenko,M,23,192,88,Soviet Union,URS,Summer,Sailing,2,1
1762,Naser Al Shami,M,22,187,81,Syria,SYR,Summer,Boxing,1,1
1809,Nasser Salih Nasser Abdullah Al-Attiya,M,41,178,82,Qatar,QAT,Summer,Shooting,1,1
1858,Fehaid Al-Deehani,M,33,178,95,Kuwait,KUW,Summer,Shooting,3,3
1885,Ramzy Al-Duhami,M,40,162,70,Saudi Arabia,KSA,Summer,Equestrianism,1,1
1889,Khaled Al-Eid,M,31,175,57,Saudi Arabia,KSA,Summer,Equestrianism,1,1
1949,Abdul Rashid Al-Hasan,M,25,170,63,Pakistan,PAK,Summer,Hockey,3,1
2025,Ahmed bin Hasher Al-Maktoum,M,40,175,67,United Arab Emirates,UAE,Summer,Shooting,3,1
2112,Abdullah Al-Rashidi,M,52,183,83,Individual Olympic Athletes,IOA,Summer,Shooting,1,1
2134,Prince Abdullah Bin Moteb Al-Saud,M,27,178,69,Saudi Arabia,KSA,Summer,Equestrianism,1,1
2170,Hadi Soua'an Al-Somaily Jaadan,M,23,191,72,Saudi Arabia,KSA,Summer,Athletics,2,1
2210,Marina Alabau Neira,F,26,164,55,Spain,ESP,Summer,Sailing,3,1
2212,Armenak Alachachyan,M,33,176,74,Soviet Union,URS,Summer,Basketball,2,1
2225,Arsen Shakhlamazovich Alakhverdiyev,M,23,154,52,Soviet Union,URS,Summer,Wrestling,2,1
2233,Noor Alam,M,26,172,73,Pakistan,PAK,Summer,Hockey,3,2
2256,Vladan Alanovi,M,25,190,81,Croatia,CRO,Summer,Basketball,2,1
2274,Mika Antero Alatalo,M,22,182,85,Finland,FIN,Winter,Ice Hockey,1,1
2275,Toimi Johannes Alatalo,M,30,174,67,Finland,FIN,Winter,Cross Country Skiing,3,1
2295,Fabio Albarelli,M,25,179,80,Italy,ITA,Summer,Sailing,1,1
2296,Marco Albarello,M,31,187,84,Italy,ITA,Winter,Cross Country Skiing,3,5
2306,Ruslan Vladimirovich Albegov,M,24,192,156,Russia,RUS,Summer,Weightlifting,1,1
2307,David Albelda Aliqus,M,23,182,75,Spain,ESP,Summer,Football,2,1
2311,Reinhard Alber,M,20,184,75,West Germany,FRG,Summer,Cycling,1,1
2313,Alberto Alberani Samaritani,M,29,192,82,Italy,ITA,Summer,Water Polo,2,1
2322,Flrin Albert,M,18,182,75,Hungary,HUN,Summer,Football,1,1
2342,Nely Carla Alberto Francisca,F,29,179,90,Spain,ESP,Summer,Handball,1,1
2349,Ebbe Gustav Bertil Albertsson (-Andersson),M,26,177,67,Sweden,SWE,Summer,Athletics,1,1
2355,Abramo Albini,M,20,180,83,Italy,ITA,Summer,Rowing,1,1
2359,Islam-Beka Said-Tsilimovich Albiyev,M,19,165,66,Russia,RUS,Summer,Wrestling,3,1
2378,Sylvia Albrecht (-Heckendorf),F,17,165,57,East Germany,GDR,Winter,Speed Skating,1,1
2379,Brigitte Albrecht-Loretan,F,31,175,64,Switzerland,SUI,Winter,Cross Country Skiing,1,1
2381,John Robert Albrechtson,M,39,181,67,Sweden,SWE,Summer,Sailing,3,1
2387,"David Donald ""Dave"" Albritton",M,23,191,79,United States,USA,Summer,Athletics,2,1
2389,Anatoly Mikhaylovich Albul,M,24,181,87,Soviet Union,URS,Summer,Wrestling,1,1
2419,Aldair Nascimento dos Santos,M,30,183,76,Brazil,BRA,Summer,Football,1,1
2420,Andrs Aldama Cabrera,M,20,183,63,Cuba,CUB,Summer,Boxing,3,2
2440,"Frederick Pitt ""Fred"" Alderman",M,22,177,75,United States,USA,Summer,Athletics,3,1
2443,"Joan ""Jody"" Alderson (-Braskamp)",F,17,170,59,United States,USA,Summer,Swimming,1,1
2458,David Alegre Biosca,M,23,184,75,Spain,ESP,Summer,Hockey,2,1
2460,Ramn Alegre Biosca,M,27,171,71,Spain,ESP,Summer,Hockey,2,1
2464,Jo Qesem Ayela Aleh,F,26,171,58,New Zealand,NZL,Summer,Sailing,3,2
2469,Virgilijus Alekna,M,28,200,130,Lithuania,LTU,Summer,Athletics,3,3
2473,Boris Viktorovich Aleksandrov,M,20,168,69,Soviet Union,URS,Winter,Ice Hockey,3,1
2483,Rumen Aleksandrov,M,20,176,89,Bulgaria,BUL,Summer,Weightlifting,2,1
2486,Veniamin Veniaminovich Aleksandrov,M,22,180,81,Soviet Union,URS,Winter,Ice Hockey,3,3
2487,Vladimir Petrovich Aleksandrov,M,26,178,89,Soviet Union-2,URS,Winter,Bobsleigh,1,1
2495,Larisa Aleksandrova-Popova,F,19,180,83,Soviet Union,URS,Summer,Rowing,3,2
2497,Artur Aleksanyan,M,20,190,98,Armenia,ARM,Summer,Wrestling,3,2
2511,Vasily Ivanovich Alekseyev,M,30,185,160,Soviet Union,URS,Summer,Weightlifting,3,2
2513,Galina Aleksandrovna Alekseyeva,F,17,157,50,Soviet Union,URS,Summer,Diving,1,1
2517,Milan Aleksi,M,26,193,96,Serbia,SRB,Summer,Water Polo,3,2
2546,Alessandra dos Santos de Oliveira,F,22,200,85,Brazil,BRA,Summer,Basketball,2,2
2559,Alex Sandro Lobo Silva,M,21,177,60,Brazil,BRA,Summer,Football,2,1
2575,Lisa Alexander,F,27,172,58,Canada,CAN,Summer,Synchronized Swimming,2,1
2576,Michael O'Donel Bjarne Alexander,M,24,188,74,Great Britain,GBR,Summer,Fencing,2,1
2583,Buffy-Lynne Alexander-Williams,F,23,170,69,Canada,CAN,Summer,Rowing,1,1
2589,Marc Robert Alexandre,M,24,170,73,France,FRA,Summer,Judo,3,2
2592,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,18,179,71,Brazil,BRA,Summer,Football,2,2
2597,Constantin Alexandru,M,26,157,52,Romania,ROU,Summer,Wrestling,2,1
2599,Ion Alexe,M,26,189,81,Romania,ROU,Summer,Boxing,2,1
2607,Vladimir Petrovich Aleynik,M,23,184,74,Soviet Union,URS,Summer,Diving,2,2
2608,Yevgeny Vasilyevich Aleynikov,M,33,181,88,Russia,RUS,Summer,Shooting,1,1
2610,Abdoul Razak Issoufou Alfaga,M,21,207,90,Niger,NIG,Summer,Taekwondo,2,1
2619,Lidiya Nikolayevna Alfeyeva,F,30,170,62,Soviet Union,URS,Summer,Athletics,1,1
2629,Alfonso Prez Muoz,M,19,178,69,Spain,ESP,Summer,Football,3,1
2636,"Stephen Todd ""Steve"" Alford",M,19,185,74,United States,USA,Summer,Basketball,3,1
2639,Hans Daniel Alfredsson,M,33,182,92,Sweden,SWE,Winter,Ice Hockey,3,2
2648,"Zenny ""Algodo"" de Azevedo",M,23,183,77,Brazil,BRA,Summer,Basketball,1,2
2649,Ulf Hkan Gran Algotsson,M,27,178,77,Sweden,SWE,Winter,Ice Hockey,3,1
2651,Sara Anneli Algotsson Ostholt,F,37,163,56,Sweden,SWE,Summer,Equestrianism,2,1
2694,Nasir Ali,M,25,176,69,Pakistan,PAK,Summer,Hockey,3,1
2695,Nia Sifaatihii Ali,F,27,170,65,United States,USA,Summer,Athletics,2,1
2703,Syed Mushtaq Ali,M,22,165,61,India,IND,Summer,Hockey,3,1
2715,mile Ali Khan,M,17,180,69,France,FRA,Summer,Athletics,2,1
2722,Rahim Aliabadi,M,29,158,48,Iran,IRI,Summer,Wrestling,2,1
2735,Sergey Gennadyevich Alifirenko,M,41,168,72,Russia,RUS,Summer,Shooting,3,2
2739,Mirko Alilovi,M,26,200,110,Croatia,CRO,Summer,Handball,1,1
2750,Aline Pellegrino,F,22,180,71,Brazil,BRA,Summer,Football,2,1
2755,Aleksey Aleksandrovich Alipov,M,29,175,80,Russia,RUS,Summer,Shooting,3,2
2758,Alison Conte Cerutti,M,26,203,106,Brazil-1,BRA,Summer,Beach Volleyball,3,2
2760,Deji Aliu,M,28,187,75,Nigeria,NGR,Summer,Athletics,1,1
2762,Margarita Sergeyevna Aliychuk,F,17,174,48,Russia,RUS,Summer,Rhythmic Gymnastics,3,1
