medalistID,Name,Sex,Age,Height,Weight,Team,NOC,Season,Sport,TopMedal,TotalMedals
56766,Reika Kakiiwa,F,23,166,64,Japan-1,JPN,Summer,Badminton,2,1
56776,"Nikolaos ""Nikos"" Kaklamanakis",M,27,177,70,Greece,GRE,Summer,Sailing,3,2
56779,Viktor Oleksandrovych Kakoshyn,M,22,192,85,Soviet Union,URS,Summer,Rowing,1,1
56790,Valery Alekseyevich Kalachikhin,M,25,176,80,Soviet Union,URS,Summer,Volleyball,3,1
56803,Nikolay Fyodorovich Kalashnikov,M,24,175,71,Soviet Union,URS,Summer,Water Polo,1,1
56804,Andriy Mykolaiovych Kalashnykov,M,31,163,54,Ukraine,UKR,Summer,Wrestling,1,1
56805,Vira Samulivna Kalashnykova-Krepkina,F,27,159,58,Soviet Union,URS,Summer,Athletics,3,1
56820,Nika Kaleb,M,31,184,86,Croatia,CRO,Summer,Handball,3,1
56824,Birut Kaldien (Zalogaityt-),F,25,173,77,Soviet Union,URS,Summer,Athletics,1,1
56826,Irina Nikolayevna Kalentyeva,F,30,155,45,Russia,RUS,Summer,Cycling,1,1
56851,Kalimullah Khan,M,26,175,75,Pakistan,PAK,Summer,Hockey,3,1
56852,Alois Klin,M,28,170,61,Switzerland,SUI,Winter,Nordic Combined,2,2
56854,"Alfred ""Fredel"" Klin",M,23,169,67,Switzerland,SUI,Winter,Cross Country Skiing,1,1
56856,Urs Klin,M,27,166,72,Switzerland,SUI,Winter,Alpine Skiing,2,1
56859,Milan Kalina,M,27,190,96,Yugoslavia,YUG,Summer,Handball,3,1
56860,Yuliya Anatolivna Kalina,F,23,160,58,Ukraine,UKR,Summer,Weightlifting,1,1
56863,Nikola Kalini,M,24,202,102,Serbia,SRB,Summer,Basketball,2,1
56868,Sergey Alekseyevich Kalinin,M,33,170,80,Soviet Union,URS,Summer,Shooting,1,1
56871,Hanna Heorhivna Kalinina,F,25,172,75,Ukraine,UKR,Summer,Sailing,2,1
56872,Irina Vladimirovna Kalinina (-Bazhina),F,21,159,50,Soviet Union,URS,Summer,Diving,3,1
56873,Viktoriya Viktorovna Kalinina,F,27,183,74,Russia,RUS,Summer,Handball,3,1
56874,Lidiya Gavrilovna Kalinina-Ivanova,F,19,164,57,Soviet Union,URS,Summer,Gymnastics,3,3
56884,Elena Kalisk,F,32,172,65,Slovakia,SVK,Summer,Canoeing,3,2
56887,Chase Tyler Kalisz,M,22,193,86,United States,USA,Summer,Swimming,2,1
56889,Ivan Aleksandrovich Kalita,M,37,170,65,Soviet Union,URS,Summer,Equestrianism,3,3
56898,Marina Charlotte Kalla,F,22,162,60,Sweden,SWE,Winter,Cross Country Skiing,3,5
56901,Aulis Arnold Kallakorpi (Nuutinen-),M,27,164,65,Finland,FIN,Winter,Ski Jumping,2,1
56908,Monika Kallies (-Leschhorn),F,19,185,88,East Germany,GDR,Summer,Rowing,3,1
56913,Antti Tapani Kalliomki,M,29,184,77.5,Finland,FIN,Summer,Athletics,2,1
56914,Jonas Daniel Gustav Kllman,M,31,200,98,Sweden,SWE,Summer,Handball,2,1
56928,Jnos Kalmr,M,26,169,68,Hungary,HUN,Summer,Fencing,1,1
56934,Megan Elizabeth Kalmoe,F,28,178,72,United States,USA,Summer,Rowing,1,1
56935,Mariya Lvovna Kalmykova,F,30,190,80,Russia,RUS,Summer,Basketball,1,1
56941,Juris Kalni,M,26,185,85,Soviet Union,URS,Summer,Basketball,2,1
56975,Carl Kaltenbach,M,23,184,77,Germany,GER,Summer,Tug-Of-War,3,1
56989,Lev Alekseyevich Kalyayev,M,23,182,72,Soviet Union,URS,Summer,Athletics,2,1
56990,Iryna Volodymyrivna Kalymbet,F,20,186,78,Soviet Union,URS,Summer,Rowing,2,1
56992,Lesia Mykhailivna Kalytovska,F,20,174,68,Ukraine,UKR,Summer,Cycling,1,1
56997,Takeo Kamachi,M,48,164,59,Japan,JPN,Summer,Shooting,3,1
57005,Kunishige Kamamoto,M,24,179,74,Japan,JPN,Summer,Football,1,1
57018,Mitsuo Kamata,M,30,177,67,Japan,JPN,Summer,Football,1,1
57035,Reneta Kamberova,F,25,170,53,Bulgaria,BUL,Summer,Rhythmic Gymnastics,1,1
57039,Wandee Kameaim,F,26,150,58,Thailand,THA,Summer,Weightlifting,1,1
57054,Idriss Carlos Kameni,M,16,184,78,Cameroon,CMR,Summer,Football,3,1
57060,Sergey Igorevich Kamensky,M,28,178,73,Russia,RUS,Summer,Shooting,2,1
57061,Valery Viktorovich Kamensky,M,21,188,88,Soviet Union,URS,Winter,Ice Hockey,3,2
57063,Valentina Alekseyevna Kamenyok-Vinogradova,F,21,171,74,Soviet Union,URS,Summer,Volleyball,3,2
57075,Akio Kaminaga,M,27,179,102,Japan,JPN,Summer,Judo,2,1
57078,Eleonora Kaminskait (Ruokien-),F,25,178,70,Soviet Union,URS,Summer,Rowing,1,1
57081,"Jacob Robert ""Jake"" Linde-Kaminski ",M,23,178,70,United States,USA,Summer,Archery,2,2
57085,Vladimir Vladimirovich Kaminsky,M,26,188,87,Soviet Union,URS,Summer,Cycling,3,1
57089,Aleksey Dmitriyevich Kamkin,M,27,187,82,Soviet Union,URS,Summer,Rowing,2,1
57096,Zoltn Kammerer,M,22,180,81,Hungary,HUN,Summer,Canoeing,3,4
57097,Guillermo Federico Kammerichs,M,28,205,110,Argentina,ARG,Summer,Basketball,1,1
57098,Anna-Karin Simone Kammerling,F,19,193,68,Sweden,SWE,Summer,Swimming,1,1
57104,Davis Kamoga,M,28,180,73,Uganda,UGA,Summer,Athletics,1,1
57118,Uwe Kamps,M,24,180,81,West Germany,FRG,Summer,Football,1,1
57122,Somluck Kamsing,M,23,171,57,Thailand,THA,Summer,Boxing,3,1
57131,Jen Kamuti,M,31,172,68,Hungary,HUN,Summer,Fencing,2,2
57156,Yevgeniya Olegovna Kanayeva,F,18,168,42,Russia,RUS,Summer,Rhythmic Gymnastics,3,2
57162,Tams Kancsal,M,24,188,74,Hungary,HUN,Summer,Modern Pentathlon,1,1
57183,Patrick Timothy Kane,M,21,180,82,United States,USA,Winter,Ice Hockey,2,1
57192,Makoto Kaneko,M,28,185,80,Japan,JPN,Summer,Baseball,1,1
57193,Masaaki Kaneko,M,28,171,63,Japan,JPN,Summer,Wrestling,3,1
57207,Silja Kanerva,F,27,166,67,Finland,FIN,Summer,Sailing,1,1
57209,Katsuko Kanesaka (-Tanaka),F,22,169,62,Japan,JPN,Summer,Volleyball,3,1
57212,Rie Kaneto,F,27,175,64,Japan,JPN,Summer,Swimming,3,1
57215,"Giselle Andrea ""Gisi"" Kaevsky",F,23,162,52,Argentina,ARG,Summer,Hockey,1,1
57224,Kang Ok-Sun,F,26,171,76,North Korea,PRK,Summer,Volleyball,1,1
57228,Kang Yong-Gyun,M,26,163,54,North Korea,PRK,Summer,Wrestling,1,1
57233,Reino Kalervo Kangasmki,M,32,162,53.5,Finland,FIN,Summer,Wrestling,1,1
57234,Kaarlo Olavi Kangasniemi,M,27,174,83.5,Finland,FIN,Summer,Weightlifting,3,1
57236,Taisto Ilmari Kangasniemi,M,32,186,105,Finland,FIN,Summer,Wrestling,1,1
57244,Miki Kanie,F,23,162,64,Japan,JPN,Summer,Archery,1,1
57247,Olga Nikolayevna Kaniskina,F,23,160,43,Russia,RUS,Summer,Athletics,3,2
57250,Tivadar Kanizsa,M,23,180,78,Hungary,HUN,Summer,Water Polo,3,3
57254,Esa Veikko Antero Kankkonen,M,24,174,76.5,Finland,FIN,Winter,Ski Jumping,3,2
57263,Bernd Gerhard Kannenberg,M,30,176,75,West Germany,FRG,Summer,Athletics,3,1
57267,Maiko Kano,F,24,185,72,Japan,JPN,Summer,Volleyball,1,1
57275,Paavo Tapio Kantanen,M,23,184,73,Finland,FIN,Summer,Athletics,1,1
57280,Gerd Kanter,M,29,196,125,Estonia,EST,Summer,Athletics,3,2
57285,Anik Kntor,F,28,167,57,Hungary,HUN,Summer,Handball,2,2
57290,Waldo Ariel Kantor,M,28,178,74,Argentina,ARG,Summer,Volleyball,1,1
57296,Nwankwo Christian Nwosu Kanu,M,19,197,80,Nigeria,NGR,Summer,Football,3,1
57299,Igor Vladimirovich Kanygin,M,24,184,90,Soviet Union,URS,Summer,Wrestling,2,1
57309,Anastasiya Aleksandrovna Kapachinskaya,F,28,176,62,Russia,RUS,Summer,Athletics,2,2
57313,Niko Klaus Petteri Kapanen,M,27,177,80,Finland,FIN,Winter,Ice Hockey,2,2
57314,Sami Hannu Antero Kapanen,M,20,177,80,Finland,FIN,Winter,Ice Hockey,1,2
57315,Boglrka Kaps,F,23,168,54,Hungary,HUN,Summer,Swimming,1,1
57321,Ramona Kapheim (Jahnke-),F,22,177,68,East Germany,GDR,Summer,Rowing,3,1
57332,Viktor Arsenyevich Kapitonov,M,26,178,73,Soviet Union,URS,Summer,Cycling,3,2
57333,Hamit Kaplan,M,22,190,97,Turkey,TUR,Summer,Wrestling,3,3
57339,Vladimir Aleksandrovich Kaplichny,M,28,181,78,Soviet Union,URS,Summer,Football,1,1
57340,Vladimir Iosifovich Kaplunov,M,31,160,69,Soviet Union,URS,Summer,Weightlifting,2,1
57357,Chris Kappler,M,37,190,72,United States,USA,Summer,Equestrianism,3,2
57362,Vadim Pavlovich Kapranov,M,28,190,85,Soviet Union,URS,Summer,Basketball,1,1
57367,Velik Nikolov Kapsazov,M,25,167,67,Bulgaria,BUL,Summer,Gymnastics,1,1
57370,Vasily Borisovich Kaptyukh,M,29,197,125,Belarus,BLR,Summer,Athletics,1,1
57371,Franz Kapus,M,46,188,92,Switzerland-1,SUI,Winter,Bobsleigh,3,1
57374,Denis Viktorovich Kapustin,M,29,190,84,Russia,RUS,Summer,Athletics,1,1
57376,Sergey Alekseyevich Kapustin,M,22,180,88,Soviet Union,URS,Winter,Ice Hockey,3,1
57380,Stefan Kapaniak,M,27,176,73,Poland,POL,Summer,Canoeing,1,1
57388,Luka Karabatic,M,28,202,108,France,FRA,Summer,Handball,2,1
57389,Nikola Karabatic,M,24,194,104,France,FRA,Summer,Handball,3,3
57392,"Daniel ""Dan"" Karabin",M,25,172,74,Czechoslovakia,TCH,Summer,Wrestling,1,1
57393,Daouda Karabou,M,32,198,92,France,FRA,Summer,Handball,3,2
57394,Vladimir Nikolayevich Karabutov,M,25,195,93,Unified Team,EUN,Summer,Water Polo,1,1
57421,Eftykhia Karagianni,F,30,168,61,Greece,GRE,Summer,Water Polo,2,1
57432,Ashot Karagyan,M,29,183,73,Soviet Union,URS,Summer,Fencing,2,2
57448,Milorad Karali,M,26,184,80,Yugoslavia,YUG,Summer,Handball,3,1
57456,Sergey Zakharovich Karamchakov,M,26,153,48,Soviet Union,URS,Summer,Wrestling,1,1
57460,Yousef Karami,M,21,183,80,Iran,IRI,Summer,Taekwondo,1,1
57473,Angeliki Karapataki,F,29,170,58,Greece,GRE,Summer,Water Polo,2,1
57482,Tom Karas,M,29,200,97,Czech Republic,CZE,Summer,Rowing,2,1
57484,Wadysaw Kara,M,42,173,70,Poland,POL,Summer,Shooting,1,1
57494,Sergey Vasilyevich Karasyov,M,18,203,80,Russia,RUS,Summer,Basketball,1,1
57495,Valery Nikolayevich Karasyov,M,22,168,65,Soviet Union,URS,Summer,Gymnastics,2,1
57497,Olga Dmitryievna Karasyova (Kharlova-),F,19,164,55,Soviet Union,URS,Summer,Gymnastics,3,1
57502,Oleg Nikolayevich Karavayev,M,24,161,57,Soviet Union,URS,Summer,Wrestling,3,1
57503,Irina Vladimirovna Karavayeva,F,25,165,52,Russia,RUS,Summer,Trampolining,3,1
57507,Marek Karbarz,M,25,188,80,Poland,POL,Summer,Volleyball,3,1
57518,Amiran Kardanov,M,24,162,54,Greece,GRE,Summer,Wrestling,1,1
57519,Murat Nausbiyevich Kardanov,M,29,178,76,Russia,RUS,Summer,Wrestling,3,1
57527,Aleksandr Aleksandrovich Karelin,M,20,193,99,Soviet Union,URS,Summer,Wrestling,3,4
57535,Anna Vasilyevna Kareyeva,F,31,185,85,Russia,RUS,Summer,Handball,2,1
57559,Elvina Khaydaryanovna Karimova,F,22,166,62,Russia,RUS,Summer,Water Polo,1,1
57563,Karin Rodrigues,F,28,187,77,Brazil,BRA,Summer,Volleyball,1,1
57566,Ayumi Karino,F,23,160,57,Japan,JPN,Summer,Softball,3,1
57573,Julius Kariuki,M,27,181,62,Kenya,KEN,Summer,Athletics,3,1
57574,Paul Tetsuhiko Kariya,M,19,178,78,Canada,CAN,Winter,Ice Hockey,3,2
57576,Jouko Kalevi Karjalainen,M,23,183,73,Finland,FIN,Winter,Nordic Combined,2,2
57585,Benjamin Martin Karl,M,24,186,90,Austria,AUT,Winter,Snowboarding,2,2
57592,Charles George Karle,M,30,183,79,United States,USA,Summer,Rowing,2,1
57599,Larysa Oleksandrivna Karlova,F,17,176,67,Soviet Union,URS,Summer,Handball,3,3
57602,Sven Tommy Karls,M,22,181,85,Sweden,SWE,Summer,Canoeing,2,1
57617,Ernst Arne Karlsson,M,28,174,76,Rush VII,SWE,Summer,Sailing,2,1
57623,Erik Sven-Gunnar Karlsson,M,23,181,79,Sweden,SWE,Winter,Ice Hockey,2,1
57624,Eva Gunilla Karlsson (-Ohlsson),F,22,174,68,Sweden,SWE,Summer,Canoeing,2,1
57631,Jan Bengt Peter Karlsson,M,22,185,75,Sweden,SWE,Summer,Cycling,1,1
57632,Jan Egon Karlsson,M,26,183,76,Sweden,SWE,Summer,Wrestling,2,2
57642,Lars Olof Karlsson,M,27,178,80,Sweden,SWE,Winter,Ice Hockey,1,1
57655,Bror Mikael Tobias Karlsson,M,31,196,104,Sweden,SWE,Summer,Handball,2,1
57663,Geir Karlstad,M,28,190,80,Norway,NOR,Winter,Speed Skating,3,2
57675,Ulrich Karnatz,M,23,192,91,East Germany,GDR,Summer,Rowing,3,2
57677,Anna Olegovna Karnaukh,F,22,173,61,Russia,RUS,Summer,Water Polo,1,1
57681,Artras Karniovas,M,20,203,96,Lithuania,LTU,Summer,Basketball,1,2
57696,Gyrgy Krpti,M,17,167,71,Hungary,HUN,Summer,Water Polo,3,4
57699,Rudolf Krpti,M,28,179,64,Hungary,HUN,Summer,Fencing,3,6
57712,Gennady Mikhaylovich Karponosov,M,29,173,66,Soviet Union-1,URS,Winter,Figure Skating,3,1
57714,Dmitry Vasilyevich Karpov,M,23,198,98,Kazakhstan,KAZ,Summer,Athletics,1,1
57720,Yelena Viktorovna Karpova,F,24,188,73,Russia,RUS,Summer,Basketball,1,1
57722,Klaes Karppinen,M,28,164,59.5,Finland,FIN,Winter,Cross Country Skiing,3,1
57723,Pertti Johannes Karppinen,M,23,201,100,Finland,FIN,Summer,Rowing,3,3
57726,Marina Germanovna Karpunina,F,24,178,73,Russia,RUS,Summer,Basketball,1,1
57731,Sylvia Jeanne Alice Karres,F,27,163,58,Netherlands,NED,Summer,Hockey,2,1
57732,George Karrys,M,30,180,82,Canada,CAN,Winter,Curling,2,1
57735,Monika Karsch,F,33,158,55,Germany,GER,Summer,Shooting,2,1
57737,Aleksandr Vladimirovich Karshakevich,M,21,184,87,Soviet Union,URS,Summer,Handball,3,2
57742,Horst Karsten,M,28,170,65,Germany,GER,Summer,Equestrianism,1,2
57744,Anke Karstens,F,28,175,65,Germany,GER,Winter,Snowboarding,2,1
57745,Gerben Karstens,M,22,178,74,Netherlands,NED,Summer,Cycling,3,1
57750,Anatoly Nikolayevich Kartashov,M,23,180,78,Soviet Union,URS,Summer,Water Polo,2,1
57752,Alyona Vladimirovna Kartashova,F,26,164,63,Russia,RUS,Summer,Wrestling,2,1
57769,Michelle Karvinen,F,19,166,69,Finland,FIN,Winter,Ice Hockey,1,1
57770,Aki Tapani Karvonen,M,26,176,70,Finland,FIN,Winter,Cross Country Skiing,2,3
57773,Veikko Leo Karvonen,M,30,165,54,Finland,FIN,Summer,Athletics,1,1
57778,"Zakharoula ""Zara"" Karyami",F,17,166,43,Greece,GRE,Summer,Rhythmic Gymnastics,1,1
57802,Masae Kasai (-Nakamura),F,31,174,63,Japan,JPN,Summer,Volleyball,3,1
57803,Noriaki Kasai,M,21,176,60,Japan,JPN,Winter,Ski Jumping,2,3
57808,Shigeru Kasamatsu,M,25,173,59,Japan,JPN,Summer,Gymnastics,3,4
57814,Tams Kss,M,24,200,94,Hungary,HUN,Summer,Water Polo,3,3
57815,Zoltn Kss,M,25,190,87,Hungary,HUN,Summer,Water Polo,2,1
57817,Aleksey Viktorovich Kasatonov,M,20,180,84,Soviet Union,URS,Winter,Ice Hockey,3,3
57818,Yukio Kasaya,M,28,170,66,Japan,JPN,Winter,Ski Jumping,3,1
57819,Zarema Abukarovna Kasayeva,F,17,160,69,Russia,RUS,Summer,Weightlifting,1,1
57824,Ilse Kaschube (-Zeisler),F,19,166,65,East Germany,GDR,Summer,Canoeing,2,1
57845,Takehiro Kashima,M,24,168,62,Japan,JPN,Summer,Gymnastics,3,3
57849,Yury Alekseyevich Kashirin,M,21,182,78,Soviet Union,URS,Summer,Cycling,3,1
57850,Tatyana Yuryevna Kashirina,F,21,177,75,Russia,RUS,Summer,Weightlifting,2,1
57856,Igor Alekseyevich Kashkarov,M,23,184,88,Soviet Union,URS,Summer,Athletics,1,1
57857,Yury Fyodorovich Kashkarov,M,20,185,77,Soviet Union,URS,Winter,Biathlon,3,1
57874,Dagmar Ksling (-Lhnenschlo),F,25,170,59,East Germany,GDR,Summer,Athletics,3,1
57887,Darius Vladovich Kasparaitis,M,19,180,96,Unified Team,EUN,Winter,Ice Hockey,3,3
57888,Thies Kaspareit,M,24,180,79,West Germany,FRG,Summer,Equestrianism,3,1
57889,rka Kaprkov,F,25,186,70,Czech Republic,CZE,Summer,Athletics,1,1
57895,Henryk Wojciech Kasperczak,M,30,180,75,Poland,POL,Summer,Football,2,1
57903,Marian Krzysztof Kasprzyk,M,20,169,69,Poland,POL,Summer,Boxing,3,2
57906,Artras Kasputis,M,21,183,83,Soviet Union,URS,Summer,Cycling,3,1
57907,"Daniel ""Danny"" Kass",M,19,165,61,United States,USA,Winter,Snowboarding,2,2
57923,Kamil Kak,M,25,178,78,Czechoslovakia,TCH,Winter,Ice Hockey,1,1
57928,"Robert A. ""Bob"" Kasting",M,21,189,80,Canada,CAN,Summer,Swimming,1,1
57931,Detlef Kstner,M,22,174,71,East Germany,GDR,Summer,Boxing,1,1
57939,Antti Alexander Kasvio,M,18,185,77.5,Finland,FIN,Summer,Swimming,1,1
57950,Erkki Olavi Kataja,M,24,177,68,Finland,FIN,Summer,Athletics,2,1
57953,Sreko Katanec,M,21,190,75,Yugoslavia,YUG,Summer,Football,1,1
57957,Hiroshi Katayama,M,28,170,69,Japan,JPN,Summer,Football,1,1
57972,Ktia Andreia Caldeira Lopes,F,27,172,64,Brazil,BRA,Summer,Volleyball,1,1
57984,Joji Kato,M,25,165,65,Japan,JPN,Winter,Speed Skating,1,1
57988,Kiyomi Kato (-Nakamura),F,23,180,78,Japan,JPN,Summer,Volleyball,3,1
57989,Kiyomi Kato,M,24,163,52,Japan,JPN,Summer,Wrestling,3,1
57997,Ryohei Kato,M,18,162,54,Japan,JPN,Summer,Gymnastics,3,2
57998,Sawao Kato,M,22,163,59,Japan,JPN,Summer,Gymnastics,3,12
58005,Takeshi Kato,M,26,164,56,Japan,JPN,Summer,Gymnastics,3,2
58007,Yuka Kato,F,25,158,56,Japan,JPN,Summer,Swimming,1,1
58012,Andrs Katona,M,22,186,84,Hungary,HUN,Summer,Water Polo,1,1
58016,Sndor Katona,M,21,166,64,Hungary,HUN,Summer,Football,3,1
58035,Berndt Leopold Katter,M,24,171,66,Finland,FIN,Summer,Modern Pentathlon,1,1
58042,Ryszard Katus,M,25,184,81,Poland,POL,Summer,Athletics,1,1
58044,Marita Viktorovna Katusheva (Aven-),F,26,174,70,Soviet Union,URS,Summer,Volleyball,2,1
58046,Elias Katz,M,22,175,59,Finland,FIN,Summer,Athletics,3,2
58052,Klaus Katzur,M,29,190,85,East Germany,GDR,Summer,Swimming,2,1
58055,Reinhold Kauder,M,22,172,75,West Germany,FRG,Summer,Canoeing,2,1
58057,Evelin Kaufer (-Schmuck),F,19,160,53,East Germany,GDR,Summer,Athletics,2,1
58067,Carl Kaufmann,M,24,183,76,Germany,GER,Summer,Athletics,2,2
58082,Aleksandr Olegovich Kaun,M,27,211,113,Russia,RUS,Summer,Basketball,1,1
58083,Elfriede Kaun (-Rahn),F,21,170,60,Germany,GER,Summer,Athletics,1,1
58102,Katrin Kauschke,F,20,176,62,Germany,GER,Summer,Hockey,2,1
58104,Hari Pal Kaushik,M,22,178,77,India,IND,Summer,Hockey,3,2
58105,Maharaj Krishon Kaushik,M,25,163,60,India,IND,Summer,Hockey,3,1
58106,Istvn Kausz,M,32,181,71,Hungary,HUN,Summer,Fencing,3,1
58107,Christian Kauter,M,25,186,78,Switzerland,SUI,Summer,Fencing,2,2
58110,Kathleen Kauth,F,26,173,68,United States,USA,Winter,Ice Hockey,1,1
58113,Peter Kauzer,M,32,177,70,Slovenia,SLO,Summer,Canoeing,2,1
58120,Ji Kavan,M,28,174,78,Czechoslovakia,TCH,Summer,Handball,2,1
58121,Fergus Kavanagh,M,23,182,75,Australia,AUS,Summer,Hockey,1,2
58145,Shinichiro Kawabata,M,25,187,90,Japan,JPN,Summer,Baseball,1,1
58147,Miho Kawabe,F,22,155,52,Japan,JPN,Summer,Synchronized Swimming,1,1
58156,Takao Kawaguchi,M,22,164,63,Japan,JPN,Summer,Judo,3,1
58163,Risako Kawai,F,21,160,61,Japan,JPN,Summer,Wrestling,3,1
58166,Toshinobu Kawai,M,24,173,64,Japan,JPN,Winter,Short Track Speed Skating,1,1
58185,Takeo Kawamura,M,24,181,79,Japan,JPN,Summer,Baseball,2,1
58187,Kaori Kawanaka,F,20,159,51,Japan,JPN,Summer,Archery,1,1
58202,Tsutomu Kawasaki,M,22,171,75,Japan,JPN,Winter,Short Track Speed Skating,1,1
58204,Akiko Kawase,F,25,161,50,Japan,JPN,Summer,Synchronized Swimming,1,1
58209,Naoko Kawashima,F,23,163,55,Japan,JPN,Summer,Synchronized Swimming,2,1
58213,Nahomi Kawasumi,F,26,157,50,Japan,JPN,Summer,Football,2,1
58221,Zdzisaw Szczsny Kawecki-Gozdawa,M,34,171,70,Poland,POL,Summer,Equestrianism,2,1
58233,Rza Kayaalp,M,22,182,130,Turkey,TUR,Summer,Wrestling,2,2
58235,Ali Kayali,M,27,186,97,Turkey,TUR,Summer,Wrestling,1,1
58251,Oluyemi Kayode,M,24,183,79,Nigeria,NGR,Summer,Athletics,2,1
58258,Nataliya Ivanovna Kazak,F,20,156,46,Soviet Union,URS,Summer,Rowing,2,2
58260,Aleksandras Kazakeviius,M,26,175,66,Lithuania,LTU,Summer,Wrestling,1,1
58262,Aleksey Valeryevich Kazakov,M,24,217,102,Russia,RUS,Summer,Volleyball,2,2
58263,Rustem Abdullayevich Kazakov,M,25,160,57,Soviet Union,URS,Summer,Wrestling,3,1
58264,Sergey Nikolayevich Kazakov,M,28,168,48,Russia,RUS,Summer,Boxing,1,1
58265,Oksana Borisovna Kazakova,F,22,158,48,Russia-1,RUS,Winter,Figure Skating,3,1
58273,Tatyana Vasilyevna Kazankina (-Kovalenko),F,24,162,47,Soviet Union,URS,Summer,Athletics,3,3
58275,Milko Georgiev Kazanov,M,26,186,86,Bulgaria,BUL,Summer,Canoeing,1,1
58277,Lyubomira Kazanova,F,20,177,56,Bulgaria,BUL,Summer,Rhythmic Gymnastics,1,1
58283,Vladimir Dmitriyevich Kazantsev,M,29,176,66,Soviet Union,URS,Summer,Athletics,2,1
58306,Alfred Jzef Kauziski,M,23,190,81,Poland,POL,Summer,Handball,1,1
58310,Gela K'et'ashvili,M,22,174,70,Soviet Union,URS,Summer,Football,3,1
58326,Hannah Angela Kearney,F,23,168,69,United States,USA,Winter,Freestyle Skiing,3,2
58330,"Lloyd Weldon ""Butch"" Keaser",M,26,170,68,United States,USA,Summer,Wrestling,2,1
58343,Tsegaye Kebede Wordofa,M,21,158,50,Ethiopia,ETH,Summer,Athletics,1,1
58366,Mohamed Kedir,M,26,166,45,Ethiopia,ETH,Summer,Athletics,1,1
58370,Aleksandr Petrovich Kedyarov,M,28,187,85,Soviet Union,URS,Summer,Shooting,2,1
58374,"Ronald James ""Ron"" Keeble",M,26,177,64,Great Britain,GBR,Summer,Cycling,1,1
58378,"Kathryn Elliott ""Kathy"" Keeler (-Parker)",F,27,175,75,United States,USA,Summer,Rowing,3,1
58380,Shaun Keeling,M,29,196,94,South Africa,RSA,Summer,Rowing,2,1
58392,Maddison Keeney,F,20,167,62,Australia,AUS,Summer,Diving,1,1
58396,Marloes Keetels,F,23,172,66,Netherlands,NED,Summer,Hockey,2,1
58405,"Mebrahtom R. ""Meb"" Keflezighi",M,29,166,56,United States,USA,Summer,Athletics,2,1
58407,Oliver Michael Kegel,M,31,186,80,Germany,GER,Summer,Canoeing,3,1
58411,Lszl Keglovich,M,28,176,74,Hungary,HUN,Summer,Football,3,1
58412,"Anton ""Toni"" Kehle",M,28,176,80,West Germany,FRG,Winter,Ice Hockey,1,1
58419,Florian Stefan Kehrmann,M,27,186,85,Germany,GER,Summer,Handball,2,1
58429,"Kipchoge Hezekieh ""Kip"" Keino",M,28,173,66,Kenya,KEN,Summer,Athletics,3,4
58444,Naman Keta (Benzama-),M,26,196,86,France,FRA,Summer,Athletics,1,1
58450,Duncan Keith,M,26,185,88,Canada,CAN,Winter,Ice Hockey,3,2
58468,Siyka Kelbecheva-Barbulova,F,24,174,76,Bulgaria,BUL,Summer,Rowing,3,2
58478,Mrta Kelemen,F,17,164,52,Hungary,HUN,Summer,Gymnastics,1,1
58480,Zoltn Kelemen,M,21,168,65,Hungary,HUN,Summer,Gymnastics,1,1
58488,Anastasia Kelesidou,F,27,192,92,Greece,GRE,Summer,Athletics,2,2
58494,"Rebecca D. ""Becky"" Kellar (-Duke)",F,23,170,71,Canada,CAN,Winter,Ice Hockey,3,4
58501,Andreas Keller,M,18,182,77,West Germany,FRG,Summer,Hockey,3,3
58502,Carsten Keller,M,32,178,74,West Germany,FRG,Summer,Hockey,3,1
58503,Christian Keller,M,23,188,88,Germany,GER,Summer,Swimming,1,1
58506,Erhard Keller,M,23,183,78,West Germany,FRG,Winter,Speed Skating,3,2
58508,Florian Keller,M,26,183,84,Germany,GER,Summer,Hockey,3,1
58509,Franz Keller,M,23,169,66,West Germany,FRG,Winter,Nordic Combined,3,1
58517,John Frederick Keller,M,23,190,84,United States,USA,Summer,Basketball,3,1
58521,Klete D. Keller,M,18,198,97,United States,USA,Summer,Swimming,3,5
58525,Natascha Keller,F,27,170,69,Germany,GER,Summer,Hockey,3,1
58535,Earl Allen Kelley,M,27,183,74,United States,USA,Summer,Basketball,3,1
58537,Melvin Dean Kelley,M,20,180,75,United States,USA,Summer,Basketball,3,1
58550,"Rosina ""Rosa"" Kellner (-Schimpfauer)",F,18,161,53,Germany,GER,Summer,Athletics,1,1
58552,Uwe Jrg Kellner,M,26,199,98,Germany,GER,Summer,Rowing,2,1
58558,Kelly Silva dos Santos,F,20,193,92,Brazil,BRA,Summer,Basketball,1,1
58562,Barry Kelly,M,29,183,79,Australia,AUS,Summer,Canoeing,1,1
58566,"Daniel Joseph ""Dan"" Kelly",M,24,176,66,United States,USA,Summer,Athletics,2,1
58573,"Frederick Warren ""Fred"" Kelly",M,20,182,72,United States,USA,Summer,Athletics,3,1
58577,Larry Jamill Kelly,M,26,170,66,United States,USA,Summer,Wrestling,2,1
58590,Shane John Kelly,M,20,182,85,Australia,AUS,Summer,Cycling,2,3
58595,Kelly Cristina Pereira da Silva,F,19,164,55,Brazil,BRA,Summer,Football,2,1
58596,"John Brenden ""Jack"" Kelly, Jr.",M,29,185,83,United States,USA,Summer,Rowing,1,1
